tec_name,label,sentence
Patch System Image,350,This method typically requires administrative level access to the device.
Patch System Image,350,"In the second method for changing the operating system in memory, the adversary would make use of the boot loader."
Patch System Image,350,"The boot loader is the first piece of software that loads when the device starts that, in turn, will launch the operating system."
Patch System Image,350,"Adversaries may use malicious code previously implanted in the boot loader, such as through the ROMMONkit method, to directly manipulate running operating system code in memory."
Patch System Image,350,"This malicious code in the bootloader provides the capability of direct memory manipulation to the adversary, allowing them to patch the live operating system during runtime."
Patch System Image,350,"By modifying the instructions stored in the system image file, adversaries may either weaken existing defenses or provision new capabilities that the device did not have before."
Patch System Image,350,"Examples of existing defenses that can be impeded include encryption, via Weaken Encryption, authentication, via Network Device Authentication, and perimeter defenses, via Network Boundary Bridging."
Patch System Image,350,"Adding new capabilities for the adversary’s purpose include Keylogging, Multi-hop Proxy, and Port Knocking."
Patch System Image,350,Adversaries may also compromise existing commands in the operating system to produce false output to mislead defenders.
Patch System Image,350,"When this method is used in conjunction with Downgrade System Image, one example of a compromised system command may include changing the output of the command that shows the version of the currently running operating system."
Patch System Image,350,"By patching the operating system, the adversary can change this command to instead display the original, higher revision number that they replaced through the system downgrade."
Patch System Image,350,"When the operating system is patched in storage, this can be achieved in either the resident storage  or via TFTP Boot."
Patch System Image,350,"When the technique is performed on the running operating system in memory and not on the stored copy, this technique will not survive across reboots."
Patch System Image,350,"However, live memory modification of the operating system can be combined with ROMMONkit to achieve persistence."
Patch System Image,350,SYNful Knock is malware that is inserted into a network device by patching the operating system image.
Path Interception by PATH Environment Variable,351,Adversaries may execute their own malicious payloads by hijacking environment variables used to load libraries.
Path Interception by PATH Environment Variable,351,"Adversaries may place a program in an earlier entry in the list of directories stored in the PATH environment variable, which Windows will then execute when it searches sequentially through that PATH listing in search of the binary that was called from a script or the command line."
Path Interception by PATH Environment Variable,351,The PATH environment variable contains a list of directories.
Path Interception by PATH Environment Variable,351,Certain methods of executing a program  rely solely on the PATH environment variable to determine the locations that are searched for a program when the path for the program is not given.
Path Interception by PATH Environment Variable,351,"If any directories are listed in the PATH environment variable before the Windows directory, %SystemRoot%\system32 , a program may be placed in the preceding directory that is named the same as a Windows program , which will be executed when that command is executed from a script or command-line."
Path Interception by PATH Environment Variable,351,"For example, if C:\example path precedes C:\Windows\system32 is in the PATH environment variable, a program that is named net.exe and placed in C:\example path will be called instead of the Windows system ""net"" when ""net"" is executed from the command-line."
Path Interception by Search Order Hijacking,352,Adversaries may execute their own malicious payloads by hijacking the search order used to load other programs.
Path Interception by Search Order Hijacking,352,"Because some programs do not call other programs using the full path, adversaries may place their own file in the directory where the calling program is located, causing the operating system to launch their malicious software at the request of the calling program."
Path Interception by Search Order Hijacking,352,Search order hijacking occurs when an adversary abuses the order in which Windows searches for programs that are not given a path.
Path Interception by Search Order Hijacking,352,"Unlike DLL Search Order Hijacking, the search order differs depending on the method that is used to execute the program."
Path Interception by Search Order Hijacking,352,"However, it is common for Windows to search in the directory of the initiating program before searching through the Windows system directory."
Path Interception by Search Order Hijacking,352,"An adversary who finds a program vulnerable to search order hijacking , a program that does not specify the path to an executable may take advantage of this vulnerability by creating a program named after the improperly specified program and placing it within the initiating program's directory."
Path Interception by Search Order Hijacking,352,"For example, ""example.exe"" runs ""cmd.exe"" with the command-line argument net user."
Path Interception by Search Order Hijacking,352,"An adversary may place a program called ""net.exe"" within the same directory as example.exe, ""net.exe"" will be run instead of the Windows system utility net."
Path Interception by Search Order Hijacking,352,"In addition, if an adversary places a program called ""net.com"" in the same directory as ""net.exe"", then cmd.exe /C net user will execute ""net.com"" instead of ""net.exe"" due to the order of executable extensions defined under PATHEXT."
Path Interception by Search Order Hijacking,352,Search order hijacking is also a common practice for hijacking DLL loads and is covered in DLL Search Order Hijacking.
Path Interception by Unquoted Path,353,Adversaries may execute their own malicious payloads by hijacking vulnerable file path references.
Path Interception by Unquoted Path,353,"Adversaries can take advantage of paths that lack surrounding quotations by placing an executable in a higher level directory within the path, so that Windows will choose the adversary's executable to launch."
Path Interception by Unquoted Path,353,Service paths  and shortcut paths may also be vulnerable to path interception if the path has one or more spaces and is not surrounded by quotation marks .
Path Interception by Unquoted Path,353,"An adversary can place an executable in a higher level directory of the path, and Windows will resolve that executable instead of the intended executable."
Path Interception by Unquoted Path,353,"For example, if the path in a shortcut is C:\program files\myapp.exe, an adversary may create a program at C:\program.exe that will be run instead of the intended program."
Path Interception by Unquoted Path,353,"This technique can be used for persistence if executables are called on a regular basis, as well as privilege escalation if intercepted executables are started by a higher privileged process."
Peripheral Device Discovery,354,Adversaries may attempt to gather information about attached peripheral devices and components connected to a computer system.
Peripheral Device Discovery,354,"Peripheral devices could include auxiliary resources that support a variety of functionalities such as keyboards, printers, cameras, smart card readers, or removable storage."
Peripheral Device Discovery,354,The information may be used to enhance their awareness of the system and network environment or may be used for further actions.
Peripheral Device Discovery,354,ADVSTORESHELL can list connected devices.
Peripheral Device Discovery,354,"BADNEWS checks for new hard drives on the victim, such as USB devices, by listening for the WM_DEVICECHANGE window message."
Peripheral Device Discovery,354,"BlackEnergy can gather very specific information about attached USB devices, to include device instance ID and drive geometry."
Peripheral Device Discovery,354,RTM can obtain a list of smart card readers attached to the victim.
Peripheral Device Discovery,354,T9000 searches through connected drives for removable storage devices.
Peripheral Device Discovery,354,USBStealer monitors victims for insertion of removable drives.
Peripheral Device Discovery,354,"When dropped onto a second victim, it also enumerates drives connected to the system."
Peripheral Device Discovery,354,Zebrocy enumerates information about connected storage devices.
Peripheral Device Discovery,354,A module in Prikormka collects information on available printers and disk drives.
Peripheral Device Discovery,354,MoonWind obtains the number of removable drives from the victim.
Peripheral Device Discovery,354,WannaCry contains a thread that will attempt to scan for new attached drives every few seconds.
Peripheral Device Discovery,354,"If one is identified, it will encrypt the files on the attached device."
Peripheral Device Discovery,354,jRAT can map UPnP ports.
Peripheral Device Discovery,354,FlawedAmmyy will attempt to detect if a usable smart card is current inserted into a card reader.
Peripheral Device Discovery,354,njRAT will attempt to detect if the victim system has a camera during the initial infection.
Peripheral Device Discovery,354,njRAT can also detect any removable drives connected to the system.
Peripheral Device Discovery,354,Machete detects the insertion of new devices by listening for the WM_DEVICECHANGE window message.
Peripheral Device Discovery,354,"Attor has a plugin that collects information about inserted storage devices, modems, and phone devices."
Peripheral Device Discovery,354,DustySky can detect connected USB devices.
Peripheral Device Discovery,354,USBferry can check for connected USB devices.
Peripheral Device Discovery,354,Cadelspy has the ability to steal information about printers and the documents sent to printers.
Peripheral Device Discovery,354,Ramsay can scan for removable media which may contain documents for collection.
Peripheral Device Discovery,354,TajMahal has the ability to identify connected Apple devices.
Peripheral Device Discovery,354,Ragnar Locker may attempt to connect to removable drives and mapped network drives.
Peripheral Device Discovery,354,Crutch can monitor for removable drives being plugged into the compromised machine.
Peripheral Device Discovery,354,Stuxnet enumerates removable drives for infection.
Peripheral Device Discovery,354,Bandook can detect USB devices.
Peripheral Device Discovery,354,Crimson has the ability to discover pluggable/removable drives to extract files from.
Peripheral Device Discovery,354,ObliqueRAT can discover pluggable/removable drives to extract files from.
Peripheral Device Discovery,354,WastedLocker can enumerate removable drives prior to the encryption process.
Peripheral Device Discovery,354,Turian can scan for removable media to collect data.
Peripheral Device Discovery,354,QakBot can identify peripheral devices on targeted systems.
Peripheral Device Discovery,354,APT28 uses a module to receive a notification every time a USB mass storage device is inserted into a victim.
Peripheral Device Discovery,354,Gamaredon Group tools have contained an application to check performance of USB flash drives.
Peripheral Device Discovery,354,Gamaredon Group has also used malware to scan for removable drives.
Peripheral Device Discovery,354,Equation has used tools with the functionality to search for specific information about the attached hard drive that could be used to identify and overwrite the firmware.
Peripheral Device Discovery,354,"APT37 has a Bluetooth device harvester, which uses Windows Bluetooth APIs to find information on connected Bluetooth devices."
Peripheral Device Discovery,354,Turla has used fsutil fsinfo drives to list connected drives.
Peripheral Device Discovery,354,Operation Wocao has discovered removable disks attached to a system.
Peripheral Device Discovery,354,"BackdoorDiplomacy has used an executable to detect removable media, such as USB flash drives."
Peripheral Device Discovery,354,OilRig has used tools to identify if a mouse is connected to a targeted system.
Permission Groups Discovery,355,Adversaries may attempt to find group and permission settings.
Permission Groups Discovery,355,"This information can help adversaries determine which user accounts and groups are available, the membership of users in particular groups, and which users and groups have elevated permissions."
Permission Groups Discovery,355,Carbon uses the net group command.
Permission Groups Discovery,355,MURKYTOP has the capability to retrieve information about groups.
Permission Groups Discovery,355,IcedID has the ability to identify Workgroup membership.
Permission Groups Discovery,355,TrickBot can identify the groups the user on a compromised host belongs to.
Permission Groups Discovery,355,Siloscape checks for Kubernetes node permissions.
Permission Groups Discovery,355,PUNCHBUGGY can gather domain and workgroup information.
Permission Groups Discovery,355,APT3 has a tool that can enumerate the permissions associated with Windows groups.
Permission Groups Discovery,355,TA505 has used TinyMet to enumerate members of privileged groups.
Permission Groups Discovery,355,TA505 has also run net group /domain.
Permission Groups Discovery,355,UNC2452 used the Get-ManagementRoleAssignment PowerShell cmdlet to enumerate Exchange management role assignments through an Exchange Management Shell.
Permission Groups Discovery,355,APT29 used the Get-ManagementRoleAssignment PowerShell cmdlet to enumerate Exchange management role assignments through an Exchange Management Shell.
Phishing,356,Adversaries may send phishing messages to gain access to victim systems.
Phishing,356,All forms of phishing are electronically delivered social engineering.
Phishing,356,"Phishing can be targeted, known as spearphishing."
Phishing,356,"In spearphishing, a specific individual, company, or industry will be targeted by the adversary."
Phishing,356,"More generally, adversaries can conduct non-targeted phishing, such as in mass malware spam campaigns."
Phishing,356,"Adversaries may send victims emails containing malicious attachments or links, typically to execute malicious code on victim systems."
Phishing,356,"Phishing may also be conducted via third-party services, like social media platforms."
Phishing,356,"Phishing may also involve social engineering techniques, such as posing as a trusted source."
Phishing,356,Dragonfly has used spearphising campaigns to gain access to victims.
Phishing,356,GOLD SOUTHFIELD has conducted malicious spam  campaigns to gain access to victim's machines.
Phishing for Information,357,Adversaries may send phishing messages to elicit sensitive information that can be used during targeting.
Phishing for Information,357,"Phishing for information is an attempt to trick targets into divulging information, frequently credentials or other actionable information."
Phishing for Information,357,Phishing for information is different from Phishing in that the objective is gathering data from the victim rather than executing malicious code.
Phishing for Information,357,"More generally, adversaries can conduct non-targeted phishing, such as in mass credential harvesting campaigns."
Phishing for Information,357,"Adversaries may also try to obtain information directly through the exchange of emails, instant messages, or other electronic conversation means."
Phishing for Information,357,"Phishing for information frequently involves social engineering techniques, such as posing as a source with a reason to collect information  or Compromise Accounts and/or sending multiple, seemingly urgent messages."
Phishing for Information,357,APT28 has used spearphishing to compromise credentials.
Phishing for Information,357,ZIRCONIUM targeted presidential campaign staffers with credential phishing e-mails.
Plist Modification,358,Adversaries can modify property list files  to execute their code as part of establishing persistence.
Plist Modification,358,Plist files are used by macOS applications to store properties and configuration settings for applications and services.
Plist Modification,358,"Applications use information plist files, Info.plist, to tell the operating system how to handle the application at runtime using structured metadata in the form of keys and values."
Plist Modification,358,Plist files are formatted in XML and based on Apple's Core Foundation DTD and can be saved in text or binary format.
Plist Modification,358,"Adversaries can modify paths to executed binaries, add command line arguments, and insert key/pair values to plist files in auto-run locations which execute upon user logon or system startup."
Plist Modification,358,"Through modifying plist files in these locations, adversaries can also execute a malicious dynamic library  by adding a dictionary containing the DYLD_INSERT_LIBRARIES key combined with a path to a malicious dylib under the EnvironmentVariables key in a plist file."
Plist Modification,358,"Upon user logon, the plist is called for execution and the malicious dylib is executed within the process space."
Plist Modification,358,Persistence can also be achieved by modifying the LSEnvironment key in the application's Info.plist file.
Plist Modification,358,"XCSSET uses the plutil command to modify the LSUIElement, DFBundleDisplayName, and CFBundleIdentifier keys in the /Contents/Info.plist file."
Plist Modification,358,Dok persists via a plist login item.
Plist Modification,358,LoudMiner used plists to execute shell scripts and maintain persistence on boot.
Plist Modification,358,"LoudMiner also added plist files in /Library/LaunchDaemons with KeepAlive set to true, which would restart the process if stopped."
Pluggable Authentication Modules,359,Adversaries may modify pluggable authentication modules  to access user credentials or enable otherwise unwarranted access to accounts.
Pluggable Authentication Modules,359,"PAM is a modular system of configuration files, libraries, and executable files which guide authentication for many services."
Pluggable Authentication Modules,359,"The most common authentication module is pam_unix.so, which retrieves, sets, and verifies account authentication information in /etc/passwd and /etc/shadow."
Pluggable Authentication Modules,359,Adversaries may modify components of the PAM system to create backdoors.
Pluggable Authentication Modules,359,"PAM components, such as pam_unix.so, can be patched to accept arbitrary adversary supplied values as legitimate credentials."
Pluggable Authentication Modules,359,Malicious modifications to the PAM system may also be abused to steal credentials.
Pluggable Authentication Modules,359,"Adversaries may infect PAM resources with code to harvest user credentials, since the values exchanged with PAM components may be plain-text since PAM does not store passwords."
Pluggable Authentication Modules,359,Skidmap has the ability to replace the pam_unix.so file on an infected machine with its own malicious version that accepts a specific backdoor password for all users.
Pluggable Authentication Modules,359,Ebury can deactivate PAM modules to tamper with the sshd configuration.
Port Knocking,360,Adversaries may use port knocking to hide open ports used for persistence or command and control.
Port Knocking,360,"To enable a port, an adversary sends a series of attempted connections to a predefined sequence of closed ports."
Port Knocking,360,"After the sequence is completed, opening a port is often accomplished by the host based firewall, but could also be implemented by custom software."
Port Knocking,360,This technique has been observed to both for the dynamic opening of a listening port as well as the initiating of a connection to a listening server on a different system.
Port Knocking,360,The observation of the signal packets to trigger the communication can be conducted through different methods.
Port Knocking,360,"One means, originally implemented by Cd00r , is to use the libpcap libraries to sniff for the packets in question."
Port Knocking,360,"Another method leverages raw sockets, which enables the malware to use ports that are already open for use by other programs."
Port Knocking,360,PROMETHIUM has used a script that configures the knockd service and firewall to only accept C2 connections from systems that use a specified sequence of knock ports.
Port Monitors,361,Adversaries may use port monitors to run an attacker supplied DLL during system boot for persistence or privilege escalation.
Port Monitors,361,A port monitor can be set through the AddMonitor API call to set a DLL to be loaded at startup.
Port Monitors,361,"This DLL can be located in C:\Windows\System32 and will be loaded by the print spooler service, spoolsv.exe, on boot."
Port Monitors,361,The spoolsv.exe process also runs under SYSTEM level permissions.
Port Monitors,361,"Alternatively, an arbitrary DLL can be loaded if permissions allow writing a fully-qualified pathname for that DLL to HKLM\SYSTEM\CurrentControlSet\Control\Print\Monitors."
Port Monitors,361,"The Registry key contains entries for the following:
* Local Port
* Standard TCP/IP Port
* USB Monitor
* WSD Port
Adversaries can use this technique to load malicious code at startup that will persist on system reboot and execute as SYSTEM."
Portable Executable Injection,362,Adversaries may inject portable executables  into processes in order to evade process-based defenses as well as possibly elevate privileges.
Portable Executable Injection,362,PE injection is a method of executing arbitrary code in the address space of a separate live process.
Portable Executable Injection,362,PE injection is commonly performed by copying code  into the virtual address space of the target process before invoking it via a new thread.
Portable Executable Injection,362,"The write can be performed with native Windows API calls such as VirtualAllocEx and WriteProcessMemory, then invoked with CreateRemoteThread or additional code ."
Portable Executable Injection,362,The displacement of the injected code does introduce the additional requirement for functionality to remap memory references.
Portable Executable Injection,362,Execution via PE injection may also evade detection from security products since the execution is masked under a legitimate process.
Portable Executable Injection,362,GreyEnergy has a module to inject a PE binary into a remote process.
Portable Executable Injection,362,"Zeus Panda checks processes on the system and if they meet the necessary requirements, it injects into that process."
Portable Executable Injection,362,Carbanak downloads an executable and injects it directly into a new process.
Portable Executable Injection,362,InvisiMole can inject its backdoor as a portable executable into a target process.
Portable Executable Injection,362,"Gorgon Group malware can download a remote access tool, ShiftyBug, and inject into another process."
Portable Executable Injection,362,"Rocke's miner, ""TermsHost.exe"", evaded defenses by injecting itself into Windows processes, including Notepad.exe."
PowerShell,363,Adversaries may abuse PowerShell commands and scripts for execution.
PowerShell,363,PowerShell is a powerful interactive command-line interface and scripting environment included in the Windows operating system.
PowerShell,363,"Adversaries can use PowerShell to perform a number of actions, including discovery of information and execution of code."
PowerShell,363,Examples include the Start-Process cmdlet which can be used to run an executable and the Invoke-Command cmdlet which runs a command locally or on a remote computer .
PowerShell,363,"PowerShell may also be used to download and run executables from the Internet, which can be executed from disk or in memory without touching disk."
PowerShell,363,"A number of PowerShell-based offensive testing tools are available, including Empire,  PowerSploit, PoshC2, and PSAttack."
PowerShell,363,PowerShell commands/scripts can also be executed without directly invoking the powershell.exe binary through interfaces to PowerShell's underlying System.Management.Automation assembly DLL exposed through the .NET framework and Windows Common Language Interface .
PowerShell,363,AutoIt backdoor downloads a PowerShell script that decodes to a typical shellcode loader.
PowerShell,363,POWRUNER is written in PowerShell.
PowerShell,363,Zeus Panda uses PowerShell to download and execute the payload.
PowerShell,363,SeaDuke uses a module to execute Mimikatz with PowerShell to perform Pass the Ticket.
PowerShell,363,HALFBAKED can execute PowerShell scripts.
PowerShell,363,DownPaper uses PowerShell for execution.
PowerShell,363,RogueRobin uses a command prompt to run a PowerShell script from Excel.
PowerShell,363,"To assist in establishing persistence, RogueRobin creates %APPDATA%\OneDrive.bat and saves the following string to it:powershell.exe -WindowStyle Hidden -exec bypass -File “%APPDATA%\OneDrive.ps1”."
PowerShell,363,QUADAGENT uses PowerShell scripts for execution.
PowerShell,363,KONNI used PowerShell to download and execute a specific 64-bit version of the malware.
PowerShell,363,Mosquito can launch PowerShell Scripts.
PowerShell,363,There is a variant of RATANKBA that uses a PowerShell script instead of the traditional PE form.
PowerShell,363,POWERSTATS uses PowerShell for obfuscation and execution.
PowerShell,363,POWERSOURCE is a PowerShell backdoor.
PowerShell,363,Xbash can use scripts to invoke PowerShell to download a malicious PE executable or PE DLL for execution.
PowerShell,363,HAMMERTOSS is known to use PowerShell.
PowerShell,363,"POSHSPY uses PowerShell to execute various commands, one to execute its payload."
PowerShell,363,One version of Helminth uses a PowerShell script.
PowerShell,363,Socksbot can write and execute PowerShell scripts.
PowerShell,363,BONDUPDATER is written in PowerShell.
PowerShell,363,Emotet has used Powershell to retrieve the malicious payload and download additional resources like Mimikatz.
PowerShell,363,POWERTON is written in PowerShell.
PowerShell,363,Revenge RAT uses the PowerShell command Reflection.Assembly to load itself into memory to aid in execution.
PowerShell,363,Ursnif droppers have used PowerShell in download cradles to download and execute the malware's full executable payload.
PowerShell,363,PUNCHBUGGY has used PowerShell scripts.
PowerShell,363,KeyBoy uses PowerShell commands to download and execute payloads.
PowerShell,363,JCry has used PowerShell to execute payloads.
PowerShell,363,SQLRat has used PowerShell to create a Meterpreter session.
PowerShell,363,PowerStallion uses PowerShell loops to iteratively check for available commands in its OneDrive C2 server.
PowerShell,363,GRIFFON has used PowerShell to execute the Meterpreter downloader TinyMet.
PowerShell,363,OSX_OCEANLOTUS.D uses PowerShell scripts.
PowerShell,363,PowerShower is a backdoor written in PowerShell.
PowerShell,363,SHARPSTATS has the ability to employ a custom PowerShell script.
PowerShell,363,"Netwalker has been written in PowerShell and executed directly in memory, avoiding detection."
PowerShell,363,ServHelper has the ability to execute a PowerShell script to get information from the infected host.
PowerShell,363,Valak has used PowerShell to download additional modules.
PowerShell,363,Denis has a version written in PowerShell.
PowerShell,363,ComRAT has used PowerShell to load itself every time a user logs in to the system.
PowerShell,363,ComRAT can execute PowerShell scripts loaded into memory or from the file system.
PowerShell,363,Pillowmint has used a PowerShell script to install a shim database.
PowerShell,363,StrongPity can use PowerShell to add files to the Windows Defender exclusions list.
PowerShell,363,njRAT has executed PowerShell commands via auto-run registry key persistence.
PowerShell,363,REvil has used PowerShell to delete volume shadow copies and download files.
PowerShell,363,Hancitor has used PowerShell to execute commands.
PowerShell,363,RegDuke can extract and execute PowerShell scripts from C2 communications.
PowerShell,363,FatDuke has the ability to execute PowerShell scripts.
PowerShell,363,WellMess can execute PowerShell scripts received from C2.
PowerShell,363,Cobalt Strike can execute a payload on a remote host with PowerShell.
PowerShell,363,This technique does not write any data to disk.
PowerShell,363,Cobalt Strike can also use PowerSploit and other scripting frameworks to perform execution.
PowerShell,363,KGH_SPY can execute PowerShell commands on the victim's machine.
PowerShell,363,Bazar can execute a PowerShell script received from C2.
PowerShell,363,SharpStage can execute arbitrary commands with PowerShell.
PowerShell,363,MoleNet can use PowerShell to set persistence.
PowerShell,363,The NETWIRE binary has been executed via PowerShell script.
PowerShell,363,Egregor has used an encoded PowerShell command by a service created by Cobalt Strike for lateral movement.
PowerShell,363,Pysa has used Powershell scripts to deploy its ransomware.
PowerShell,363,PS1 can utilize a PowerShell loader.
PowerShell,363,AppleSeed has the ability to execute its payload via PowerShell.
PowerShell,363,Cuba has been dropped onto systems and used for lateral movement via obfuscated PowerShell scripts.
PowerShell,363,JSS Loader has the ability to download and execute PowerShell scripts.
PowerShell,363,SMOKEDHAM can execute Powershell commands sent from its C2 server.
PowerShell,363,"TrickBot has been known to use PowerShell to download new payloads, open documents, and upload data to command and control servers."
PowerShell,363,QakBot can use PowerShell to download and execute payloads.
PowerShell,363,Lokibot has used PowerShell commands embedded inside batch scripts.
PowerShell,363,Bandook has used PowerShell loaders as part of execution.
PowerShell,363,"APT32 has used PowerShell-based tools, PowerShell one-liners, and shellcode loaders for execution."
PowerShell,363,"Turla has used PowerShell to execute commands/scripts, in some cases via a custom executable or code from Empire's PSInject."
PowerShell,363,Turla has also used PowerShell scripts to load and execute malware in memory.
PowerShell,363,APT29 has used encoded PowerShell scripts uploaded to CozyCar installations to download and install SeaDuke.
PowerShell,363,"APT29 also used PowerShell to create new tasks on remote machines, identify configuration settings, evade defenses, exfiltrate data, and to execute other commands."
PowerShell,363,FIN10 uses PowerShell for execution as well as PowerShell Empire to establish persistence.
PowerShell,363,FIN7 used a PowerShell script to launch shellcode that retrieved an additional payload.
PowerShell,363,The Poseidon Group's Information Gathering Tool  includes PowerShell components.
PowerShell,363,"FIN6 has used PowerShell to gain access to merchant's networks, and a Metasploit PowerShell module to download and execute shellcode and to set up a local listener."
PowerShell,363,Threat Group-3390 has used PowerShell for execution.
PowerShell,363,Leviathan has used PowerShell for execution.
PowerShell,363,CopyKittens has used PowerShell Empire.
PowerShell,363,APT19 used PowerShell commands to execute payloads.
PowerShell,363,APT3 has used PowerShell on victim systems to download and run payloads after exploitation.
PowerShell,363,"Patchwork used PowerSploit to download payloads, run a reverse shell, and execute malware on the victim's machine."
PowerShell,363,"Stealth Falcon malware uses PowerShell commands to perform various functions, including gathering system information via WMI and executing commands from its C2 server."
PowerShell,363,DarkHydrus leveraged PowerShell to download and execute additional scripts for execution.
PowerShell,363,APT28 downloads and executes PowerShell scripts and performs PowerShell commands.
PowerShell,363,"OilRig has used PowerShell scripts for execution, including use of a macro to run a PowerShell command to decode file contents."
PowerShell,363,"Deep Panda has used PowerShell scripts to download and execute programs in memory, without writing to disk."
PowerShell,363,TA459 has used PowerShell for execution of a payload.
PowerShell,363,"Thrip leveraged PowerShell to run commands to download payloads, traverse the compromised networks, and carry out reconnaissance."
PowerShell,363,Magic Hound has used PowerShell for execution and privilege escalation.
PowerShell,363,Cobalt Group has used powershell.exe to download and execute scripts.
PowerShell,363,Dragonfly 2.0 used PowerShell scripts for execution.
PowerShell,363,FIN8's malicious spearphishing payloads are executed as PowerShell.
PowerShell,363,FIN8 has also used PowerShell for lateral movement and credential access.
PowerShell,363,menuPass uses PowerSploit to inject shellcode into PowerShell.
PowerShell,363,BRONZE BUTLER has used PowerShell for execution.
PowerShell,363,Gorgon Group malware can use PowerShell commands to download and execute a payload and open a decoy document on the victim’s machine.
PowerShell,363,MuddyWater has used PowerShell for execution.
PowerShell,363,Gallmaker used PowerShell to download additional payloads and for execution.
PowerShell,363,APT33 has utilized PowerShell to download files from the C2 server and run various scripts.
PowerShell,363,"TEMP.Veles has used a publicly-available PowerShell-based tool, WMImplant."
PowerShell,363,The group has also used PowerShell to perform Timestomping.
PowerShell,363,WIRTE has used PowerShell for script execution.
PowerShell,363,TA505 has used PowerShell to download and execute malware and reconnaissance scripts.
PowerShell,363,GALLIUM used PowerShell for execution to assist in lateral movement as well as for dumping credentials stored on compromised machines.
PowerShell,363,Kimsuky has executed a variety of PowerShell scripts.
PowerShell,363,APT41 leveraged PowerShell to deploy malware families in victims’ environments.
PowerShell,363,Silence has used PowerShell to download and execute payloads.
PowerShell,363,Inception has used PowerShell to execute malicious commands and payloads.
PowerShell,363,"Frankenstein has used PowerShell to run a series of base64-encoded commands, that acted as a stager and enumerated hosts."
PowerShell,363,Wizard Spider has used macros to execute PowerShell scripts to download malware on victim's machines.
PowerShell,363,It has also used PowerShell to execute commands and move laterally through a victim network.
PowerShell,363,Molerats used PowerShell implants on target machines.
PowerShell,363,DarkVishnya used PowerShell to create shellcode loaders.
PowerShell,363,APT39 has used PowerShell to execute malicious code.
PowerShell,363,Blue Mockingbird has used PowerShell reverse TCP shells to issue interactive commands over a network connection.
PowerShell,363,Chimera has used PowerShell scripts to execute malicious payloads and the DSInternals PowerShell module to make use of Active Directory features.
PowerShell,363,Operation Wocao has used PowerShell on compromised systems.
PowerShell,363,Sandworm Team has used PowerShell scripts to run a credential harvesting tool in memory to evade defenses.
PowerShell,363,GOLD SOUTHFIELD has staged and executed PowerShell scripts on compromised hosts.
PowerShell,363,Fox Kitten has used PowerShell scripts to access credential data.
PowerShell,363,"UNC2452 used PowerShell to create new tasks on remote machines, identify configuration settings, exfiltrate data, and to execute other commands."
PowerShell,363,Sidewinder has used PowerShell to drop and execute malware loaders.
PowerShell,363,HAFNIUM has used the Exchange Power Shell module Set-OabVirtualDirectoryPowerShell to export mailbox data.
PowerShell,363,Indrik Spider has used PowerShell Empire for execution of malware.
PowerShell,363,Mustang Panda has used malicious PowerShell scripts to enable execution.
PowerShell,363,Tonto Team has used PowerShell to download additional payloads.
PowerShell,363,APT38 has used PowerShell to execute commands and other operational tasks.
PowerShell,363,TeamTNT has executed PowerShell commands in batch scripts.
PowerShell,363,Nomadic Octopus has used PowerShell for execution.
PowerShell,363,Lazarus Group has used Powershell to download malicious payloads.
PowerShell Profile,364,Adversaries may gain persistence and elevate privileges by executing malicious content triggered by PowerShell profiles.
PowerShell Profile,364,A PowerShell profile   is a script that runs when PowerShell starts and can be used as a logon script to customize user environments.
PowerShell Profile,364,PowerShell supports several profiles depending on the user or host program.
PowerShell Profile,364,"For example, there can be different profiles for PowerShell host programs such as the PowerShell console, PowerShell ISE or Visual Studio Code."
PowerShell Profile,364,An administrator can also configure a profile that applies to all users and host programs on the local computer.
PowerShell Profile,364,"Adversaries may modify these profiles to include arbitrary commands, functions, modules, and/or PowerShell drives to gain persistence."
PowerShell Profile,364,Every time a user opens a PowerShell session the modified script will be executed unless the -NoProfile flag is used when it is launched.
PowerShell Profile,364,"An adversary may also be able to escalate privileges if a script in a PowerShell profile is loaded and executed by an account with higher privileges, such as a domain administrator."
PowerShell Profile,364,Turla has used PowerShell profiles to maintain persistence on an infected machine.
Pre-OS Boot,365,Adversaries may abuse Pre-OS Boot mechanisms as a way to establish persistence on a system.
Pre-OS Boot,365,"During the booting process of a computer, firmware and various startup services are loaded before the operating system."
Pre-OS Boot,365,These programs control flow of execution before the operating system takes control.
Pre-OS Boot,365,Adversaries may overwrite data in boot drivers or firmware such as BIOS  and The Unified Extensible Firmware Interface  to persist on systems at a layer below the operating system.
Pre-OS Boot,365,This can be particularly difficult to detect as malware at this level will not be detected by host software-based defenses.
Print Processors,366,Adversaries may abuse print processors to run malicious DLLs during system boot for persistence and/or privilege escalation.
Print Processors,366,"Print processors are DLLs that are loaded by the print spooler service, spoolsv.exe, during boot."
Print Processors,366,Adversaries may abuse the print spooler service by adding print processors that load malicious DLLs at startup.
Print Processors,366,A print processor can be installed through the AddPrintProcessor API call with an account that has SeLoadDriverPrivilege enabled.
Print Processors,366,"Alternatively, a print processor can be registered to the print spooler service by adding the HKLM\SYSTEM\\CurrentControlSet or ControlSet001\Control\Print\Environments\\Windows architecture: e.g., Windows x64\Print Processors\\user defined\Driver Registry key that points to the DLL."
Print Processors,366,"For the print processor to be correctly installed, it must be located in the system print-processor directory that can be found with the GetPrintProcessorDirectory API call."
